"filename", "language", "XML", "JSON", "C#", "comment", "blank", "total"
"/run/media/nixy/Games01/VSProjects/Net10/KRPGEnchantment/krpgenchantment/src/Config/EnchantModifiers.cs", "C#", 0, 0, 50, 38, 2, 90
"/run/media/nixy/Games01/VSProjects/Net10/KRPGEnchantment/krpgenchantment/src/Config/EnchantingConfigLoader.cs", "C#", 0, 0, 188, 27, 4, 219
"/run/media/nixy/Games01/VSProjects/Net10/KRPGEnchantment/krpgenchantment/src/Config/KRPGEnchantConfig.cs", "C#", 0, 0, 40, 9, 2, 51
"/run/media/nixy/Games01/VSProjects/Net10/KRPGEnchantment/krpgenchantment/src/Enchantments/Accessory/FalseLifeEnchantment.cs", "C#", 0, 0, 110, 14, 2, 126
"/run/media/nixy/Games01/VSProjects/Net10/KRPGEnchantment/krpgenchantment/src/Enchantments/Accessory/FastEnchantment.cs", "C#", 0, 0, 104, 13, 2, 119
"/run/media/nixy/Games01/VSProjects/Net10/KRPGEnchantment/krpgenchantment/src/Enchantments/Accessory/SustainingEnchantment.cs", "C#", 0, 0, 104, 13, 2, 119
"/run/media/nixy/Games01/VSProjects/Net10/KRPGEnchantment/krpgenchantment/src/Enchantments/Armor/ProtectionEnchantment.cs", "C#", 0, 0, 64, 3, 6, 73
"/run/media/nixy/Games01/VSProjects/Net10/KRPGEnchantment/krpgenchantment/src/Enchantments/Armor/ResistElectricityEnchantment.cs", "C#", 0, 0, 57, 3, 5, 65
"/run/media/nixy/Games01/VSProjects/Net10/KRPGEnchantment/krpgenchantment/src/Enchantments/Armor/ResistFireEnchantment.cs", "C#", 0, 0, 57, 3, 5, 65
"/run/media/nixy/Games01/VSProjects/Net10/KRPGEnchantment/krpgenchantment/src/Enchantments/Armor/ResistFrostEnchantment.cs", "C#", 0, 0, 57, 3, 5, 65
"/run/media/nixy/Games01/VSProjects/Net10/KRPGEnchantment/krpgenchantment/src/Enchantments/Armor/ResistHealEnchantment.cs", "C#", 0, 0, 57, 3, 5, 65
"/run/media/nixy/Games01/VSProjects/Net10/KRPGEnchantment/krpgenchantment/src/Enchantments/Armor/ResistInjuryEnchantment.cs", "C#", 0, 0, 57, 3, 5, 65
"/run/media/nixy/Games01/VSProjects/Net10/KRPGEnchantment/krpgenchantment/src/Enchantments/Armor/ResistPoisonEnchantment.cs", "C#", 0, 0, 57, 7, 5, 69
"/run/media/nixy/Games01/VSProjects/Net10/KRPGEnchantment/krpgenchantment/src/Enchantments/Enchantment.cs", "C#", 0, 0, 397, 169, 44, 610
"/run/media/nixy/Games01/VSProjects/Net10/KRPGEnchantment/krpgenchantment/src/Enchantments/EnchantmentSource.cs", "C#", 0, 0, 75, 26, 3, 104
"/run/media/nixy/Games01/VSProjects/Net10/KRPGEnchantment/krpgenchantment/src/Enchantments/EnchantmentsLoader.cs", "C#", 0, 0, 56, 11, 3, 70
"/run/media/nixy/Games01/VSProjects/Net10/KRPGEnchantment/krpgenchantment/src/Enchantments/Generic/DamageEnchantment.cs", "C#", 0, 0, 124, 11, 14, 149
"/run/media/nixy/Games01/VSProjects/Net10/KRPGEnchantment/krpgenchantment/src/Enchantments/Generic/DamageResistEnchantment.cs", "C#", 0, 0, 55, 2, 5, 62
"/run/media/nixy/Games01/VSProjects/Net10/KRPGEnchantment/krpgenchantment/src/Enchantments/Generic/EnchantJunk.cs", "C#", 0, 0, 11, 54, 3, 68
"/run/media/nixy/Games01/VSProjects/Net10/KRPGEnchantment/krpgenchantment/src/Enchantments/Generic/EnumEnchantments.cs", "C#", 0, 0, 44, 3, 4, 51
"/run/media/nixy/Games01/VSProjects/Net10/KRPGEnchantment/krpgenchantment/src/Enchantments/IEnchantment.cs", "C#", 0, 0, 47, 91, 2, 140
"/run/media/nixy/Games01/VSProjects/Net10/KRPGEnchantment/krpgenchantment/src/Enchantments/Tool/EfficientEnchantment.cs", "C#", 0, 0, 37, 6, 2, 45
"/run/media/nixy/Games01/VSProjects/Net10/KRPGEnchantment/krpgenchantment/src/Enchantments/Tool/FortunateEnchantment.cs", "C#", 0, 0, 37, 6, 3, 46
"/run/media/nixy/Games01/VSProjects/Net10/KRPGEnchantment/krpgenchantment/src/Enchantments/Universal/DurableEnchantment.cs", "C#", 0, 0, 56, 8, 2, 66
"/run/media/nixy/Games01/VSProjects/Net10/KRPGEnchantment/krpgenchantment/src/Enchantments/Universal/ReversionEnchantment.cs", "C#", 0, 0, 142, 23, 7, 172
"/run/media/nixy/Games01/VSProjects/Net10/KRPGEnchantment/krpgenchantment/src/Enchantments/Weapon/AccurateEnchantment.cs", "C#", 0, 0, 121, 50, 3, 174
"/run/media/nixy/Games01/VSProjects/Net10/KRPGEnchantment/krpgenchantment/src/Enchantments/Weapon/ChillingEnchantment.cs", "C#", 0, 0, 52, 5, 3, 60
